Biology | Grade 11 | Topic: Characteristics of Living Organisms | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Properties and Paramagnetic Behavior of Transition Elements | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Properties and Paramagnetic Behavior of Transition Elements | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Properties and Paramagnetic Behavior of Transition Elements | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Properties of Transition Elements | Difficulty: Easy | Count: 2
Chemistry | Grade 12 | Topic: Properties of Transition Elements | Difficulty: Medium | Count: 2
Chemistry | Grade 12 | Topic: Properties of Transition Elements | Difficulty: Hard | Count: 2
Chemistry | Grade 12 | Topic: Properties of Transition Metals | Difficulty: Easy | Count: 2
Chemistry | Grade 12 | Topic: Properties of Transition Metals | Difficulty: Medium | Count: 3
Chemistry | Grade 12 | Topic: Properties of Transition Metals | Difficulty: Hard | Count: 4
Chemistry | Grade 12 | Topic: Metallic Bonding and Melting Points of Transition Metals | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Metallic Bonding and Melting Points of Transition Metals | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Metallic Bonding and Melting Points of Transition Metals | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Lattice Structures of Transition Metals | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Lattice Structures of Transition Metals | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Lattice Structures of Transition Metals | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Enthalpy of Atomisation and its Impact on Metal Reactivity | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Enthalpy of Atomisation and its Impact on Metal Reactivity | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Enthalpy of Atomisation and its Impact on Metal Reactivity | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Enthalpy of Atomisation and Metal-Metal Bonding in Transition Elements | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Enthalpy of Atomisation and Metal-Metal Bonding in Transition Elements | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Enthalpy of Atomisation and Metal-Metal Bonding in Transition Elements | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Atomic and Ionic Radii | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Atomic and Ionic Radii | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Atomic and Ionic Radii | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Atomic Radii and the Lanthanide Contraction | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Atomic Radii and the Lanthanide Contraction | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Atomic Radii and the Lanthanide Contraction | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Lanthanoid Contraction | Difficulty: Easy | Count: 5
Chemistry | Grade 12 | Topic: Lanthanoid Contraction | Difficulty: Medium | Count: 5
Chemistry | Grade 12 | Topic: Lanthanoid Contraction | Difficulty: Hard | Count: 5
Chemistry | Grade 12 | Topic: Lanthanide Contraction | Difficulty: Easy | Count: 2
Chemistry | Grade 12 | Topic: Lanthanide Contraction | Difficulty: Medium | Count: 2
Chemistry | Grade 12 | Topic: Lanthanide Contraction | Difficulty: Hard | Count: 2
Chemistry | Grade 12 | Topic: Periodic Trends in Transition Elements | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Periodic Trends in Transition Elements | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Periodic Trends in Transition Elements | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Electronic Configuration and Periodic Trends | Difficulty: Easy | Count: 3
Chemistry | Grade 12 | Topic: Electronic Configuration and Periodic Trends | Difficulty: Medium | Count: 3
Chemistry | Grade 12 | Topic: Electronic Configuration and Periodic Trends | Difficulty: Hard | Count: 3
Chemistry | Grade 12 | Topic: Enthalpy of Atomisation in Transition Elements | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Enthalpy of Atomisation in Transition Elements | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Enthalpy of Atomisation in Transition Elements | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpy | Difficulty: Easy | Count: 3
Chemistry | Grade 12 | Topic: Ionisation Enthalpy | Difficulty: Medium | Count: 3
Chemistry | Grade 12 | Topic: Ionisation Enthalpy | Difficulty: Hard | Count: 3
Chemistry | Grade 12 | Topic: Atomic Structure and Periodic Trends | Difficulty: Easy | Count: 2
Chemistry | Grade 12 | Topic: Atomic Structure and Periodic Trends | Difficulty: Medium | Count: 2
Chemistry | Grade 12 | Topic: Atomic Structure and Periodic Trends | Difficulty: Hard | Count: 2
Chemistry | Grade 12 | Topic: Ionization Energy and Electron Configuration in Transition Metals | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Ionization Energy and Electron Configuration in Transition Metals | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Ionization Energy and Electron Configuration in Transition Metals | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Enthalpy of Atomisation | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Enthalpy of Atomisation | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Enthalpy of Atomisation | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Exchange Energy and Hund's Rule | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Exchange Energy and Hund's Rule | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Exchange Energy and Hund's Rule | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpy and Electronic Configurations | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpy and Electronic Configurations | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpy and Electronic Configurations | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpy and Oxidation States of Metals | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpy and Oxidation States of Metals | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpy and Oxidation States of Metals | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpy and Electronic Configuration | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpy and Electronic Configuration | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpy and Electronic Configuration | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States of Transition Elements | Difficulty: Easy | Count: 2
Chemistry | Grade 12 | Topic: Oxidation States of Transition Elements | Difficulty: Medium | Count: 2
Chemistry | Grade 12 | Topic: Oxidation States of Transition Elements | Difficulty: Hard | Count: 2
Chemistry | Grade 12 | Topic: Oxidation States of Transition Metals | Difficulty: Easy | Count: 3
Chemistry | Grade 12 | Topic: Oxidation States of Transition Metals | Difficulty: Medium | Count: 3
Chemistry | Grade 12 | Topic: Oxidation States of Transition Metals | Difficulty: Hard | Count: 3
Chemistry | Grade 12 | Topic: Oxidation States of d- and f-Block Elements | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States of d- and f-Block Elements | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States of d- and f-Block Elements | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Variability of Oxidation States in d-block Elements | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Variability of Oxidation States in d-block Elements | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Variability of Oxidation States in d-block Elements | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Transition Elements and Their Oxidation States | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Transition Elements and Their Oxidation States | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Transition Elements and Their Oxidation States | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Electrochemical Series and Standard Electrode Potentials | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Electrochemical Series and Standard Electrode Potentials | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Electrochemical Series and Standard Electrode Potentials | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Standard Electrode Potentials and Redox Reactions | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Standard Electrode Potentials and Redox Reactions | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Standard Electrode Potentials and Redox Reactions | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Electronic Configuration and Stability of Transition Metal Ions | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Electronic Configuration and Stability of Transition Metal Ions | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Electronic Configuration and Stability of Transition Metal Ions | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Thermochemical Properties and Standard Electrode Potentials of First Row Transition Elements | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Thermochemical Properties and Standard Electrode Potentials of First Row Transition Elements | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Thermochemical Properties and Standard Electrode Potentials of First Row Transition Elements | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Electrode Potential and Stability of Metal Ions | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Electrode Potential and Stability of Metal Ions | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Electrode Potential and Stability of Metal Ions | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Stability of Transition Metal Ions | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Stability of Transition Metal Ions | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Stability of Transition Metal Ions | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States and Stability of Halides | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States and Stability of Halides | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States and Stability of Halides | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Stability of Oxidation States in 3d Metals | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Stability of Oxidation States in 3d Metals | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Stability of Oxidation States in 3d Metals | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States and Stability of Copper Compounds | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States and Stability of Copper Compounds | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States and Stability of Copper Compounds | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States and Oxides | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States and Oxides | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States and Oxides | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States and Metal Oxides | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States and Metal Oxides | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Oxidation States and Metal Oxides | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpies of Transition Elements | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpies of Transition Elements | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpies of Transition Elements | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Redox Reactions and Oxidizing Agents | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Redox Reactions and Oxidizing Agents | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Redox Reactions and Oxidizing Agents | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Redox Potentials of Transition Metals | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Redox Potentials of Transition Metals | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Redox Potentials of Transition Metals | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Ionization Energy and Magnetic Properties of Transition Metals | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Ionization Energy and Magnetic Properties of Transition Metals | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Ionization Energy and Magnetic Properties of Transition Metals | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Reactivity of Metals | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Reactivity of Metals | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Reactivity of Metals | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpies and Standard Electrode Potentials | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpies and Standard Electrode Potentials | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Ionisation Enthalpies and Standard Electrode Potentials | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Electrochemical Series and Redox Reactions | Difficulty: Easy | Count: 2
Chemistry | Grade 12 | Topic: Electrochemical Series and Redox Reactions | Difficulty: Medium | Count: 2
Chemistry | Grade 12 | Topic: Electrochemical Series and Redox Reactions | Difficulty: Hard | Count: 2
Chemistry | Grade 12 | Topic: Magnetic Properties of Materials | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Properties of Materials | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Properties of Materials | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment of Unpaired Electrons | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment of Unpaired Electrons | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment of Unpaired Electrons | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment and Unpaired Electrons | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment and Unpaired Electrons | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment and Unpaired Electrons | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment of Transition Metal Ions | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment of Transition Metal Ions | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment of Transition Metal Ions | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment of Atoms | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment of Atoms | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment of Atoms | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Colours of Transition Metal Ions and Formation of Complex Compounds | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Colours of Transition Metal Ions and Formation of Complex Compounds | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Colours of Transition Metal Ions and Formation of Complex Compounds | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment and Electronic Transitions in Metal Ions | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment and Electronic Transitions in Metal Ions | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Magnetic Moment and Electronic Transitions in Metal Ions | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Formation of Coloured Ions in Transition Metal Complexes | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Formation of Coloured Ions in Transition Metal Complexes | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Formation of Coloured Ions in Transition Metal Complexes | Difficulty: Hard | Count: 1
Chemistry | Grade 12 | Topic: Transition Metals and Their Properties | Difficulty: Easy | Count: 3
Chemistry | Grade 12 | Topic: Transition Metals and Their Properties | Difficulty: Medium | Count: 3
Chemistry | Grade 12 | Topic: Transition Metals and Their Properties | Difficulty: Hard | Count: 3
Chemistry | Grade 12 | Topic: Catalysis in Chemical Reactions | Difficulty: Easy | Count: 1
Chemistry | Grade 12 | Topic: Catalysis in Chemical Reactions | Difficulty: Medium | Count: 1
Chemistry | Grade 12 | Topic: Catalysis in Chemical Reactions | Difficulty: Hard | Count: 1
